date,category,complaints
2010-06-08,Water/Leak,222
2010-06-09,Boilers,2
2010-06-09,Heating/Hot Water,100
2010-06-09,Homeless/Shelter,5
2010-06-09,Plumbing,286
2010-06-09,Water/Leak,180
2010-06-10,Boilers,2
2010-06-10,Heating/Hot Water,66
2010-06-10,Homeless/Shelter,6
2010-06-10,Plumbing,267
2010-06-10,Water/Leak,129
2010-06-11,Boilers,1
2010-06-11,Heating/Hot Water,53
2010-06-11,Homeless/Shelter,3
2010-06-11,Plumbing,238
2010-06-11,Water/Leak,129
2010-06-12,Boilers,2
2010-06-12,Heating/Hot Water,50
2010-06-12,Plumbing,134
2010-06-12,Water/Leak,119
2010-06-13,Heating/Hot Water,67
2010-06-13,Homeless/Shelter,3
2010-06-13,Plumbing,128
2010-06-13,Water/Leak,73
2010-06-14,Boilers,3
2010-06-14,Heating/Hot Water,97
2010-06-14,Homeless/Shelter,3
2010-06-14,Plumbing,389
2010-06-14,Water/Leak,232
2010-06-15,Boilers,1
2010-06-15,Heating/Hot Water,67
2010-06-15,Homeless/Shelter,14
2010-06-15,Plumbing,354
2010-06-15,Water/Leak,196
2010-06-16,Boilers,1
2010-06-16,Heating/Hot Water,76
2010-06-16,Homeless/Shelter,11
2010-06-16,Plumbing,329
2010-06-16,Water/Leak,198
2010-06-17,Boilers,6
2010-06-17,Heating/Hot Water,79
2010-06-17,Homeless/Shelter,6
2010-06-17,Plumbing,309
2010-06-17,Water/Leak,133
2010-06-18,Boilers,1
2010-06-18,Heating/Hot Water,47
2010-06-18,Homeless/Shelter,4
2010-06-18,Plumbing,252
2010-06-18,Water/Leak,154
2010-06-19,Boilers,2
2010-06-19,Heating/Hot Water,50
2010-06-19,Homeless/Shelter,4
2010-06-19,Plumbing,132
2010-06-19,Water/Leak,210
2010-06-20,Boilers,1
2010-06-20,Heating/Hot Water,35
2010-06-20,Homeless/Shelter,3
2010-06-20,Plumbing,116
2010-06-20,Water/Leak,352
2010-06-21,Boilers,4
2010-06-21,Heating/Hot Water,95
2010-06-21,Homeless/Shelter,7
2010-06-21,Plumbing,362
2010-06-21,Water/Leak,501
2010-06-22,Boilers,4
2010-06-22,Heating/Hot Water,78
2010-06-22,Homeless/Shelter,9
2010-06-22,Plumbing,401
2010-06-22,Water/Leak,373
2010-06-23,Boilers,2
2010-06-23,Heating/Hot Water,68
2010-06-23,Homeless/Shelter,5
2010-06-23,Plumbing,354
2010-06-23,Water/Leak,630
2010-06-24,Boilers,1
2010-06-24,Heating/Hot Water,48
2010-06-24,Homeless/Shelter,10
2010-06-24,Plumbing,278
2010-06-24,Water/Leak,691
2010-06-25,Boilers,2
2010-06-25,Heating/Hot Water,60
2010-06-25,Homeless/Shelter,5
2010-06-25,Plumbing,332
2010-06-25,Water/Leak,445
2010-06-26,Boilers,1
2010-06-26,Heating/Hot Water,38
2010-06-26,Homeless/Shelter,4
2010-06-26,Plumbing,161
2010-06-26,Water/Leak,348
2010-06-27,Heating/Hot Water,31
2010-06-27,Homeless/Shelter,6
2010-06-27,Plumbing,137
2010-06-27,Water/Leak,644
2010-06-28,Boilers,2
2010-06-28,Heating/Hot Water,74
2010-06-28,Homeless/Shelter,11
2010-06-28,Plumbing,339
2010-06-28,Water/Leak,863
2010-06-29,Boilers,1
2010-06-29,Heating/Hot Water,70
2010-06-29,Homeless/Shelter,8
2010-06-29,Plumbing,316
2010-06-29,Water/Leak,648
2010-06-30,Boilers,2
2010-06-30,Heating/Hot Water,66
2010-06-30,Homeless/Shelter,11
2010-06-30,Plumbing,224
2010-06-30,Water/Leak,381
2010-07-01,Heating/Hot Water,81
2010-07-01,Homeless/Shelter,7
2010-07-01,Plumbing,208
2010-07-01,Water/Leak,260
2010-07-02,Boilers,1
2010-07-02,Heating/Hot Water,45
2010-07-02,Homeless/Shelter,8
2010-07-02,Plumbing,209
2010-07-02,Water/Leak,188
2010-07-03,Boilers,1
2010-07-03,Heating/Hot Water,42
2010-07-03,Homeless/Shelter,3
2010-07-03,Plumbing,134
2010-07-03,Water/Leak,256
2010-07-04,Boilers,1
2010-07-04,Heating/Hot Water,37
2010-07-04,Homeless/Shelter,4
2010-07-04,Plumbing,78
2010-07-04,Water/Leak,438
2010-07-05,Boilers,1
2010-07-05,Heating/Hot Water,54
2010-07-05,Homeless/Shelter,6
2010-07-05,Plumbing,227
2010-07-05,Snow/Ice,1
2010-07-05,Water/Leak,993
2010-07-06,Boilers,3
2010-07-06,Heating/Hot Water,57
2010-07-06,Homeless/Shelter,6
2010-07-06,Plumbing,537
2010-07-06,Water/Leak,1829
2010-07-07,Boilers,4
2010-07-07,Heating/Hot Water,60
2010-07-07,Homeless/Shelter,7
2010-07-07,Plumbing,407
2010-07-07,Water/Leak,1965
2010-07-08,Boilers,4
2010-07-08,Heating/Hot Water,71
2010-07-08,Homeless/Shelter,9
2010-07-08,Plumbing,279
2010-07-08,Water/Leak,1231
2010-07-09,Boilers,3
2010-07-09,Heating/Hot Water,47
2010-07-09,Homeless/Shelter,10
2010-07-09,Plumbing,290
2010-07-09,Water/Leak,690
2010-07-10,Boilers,1
2010-07-10,Heating/Hot Water,59
2010-07-10,Homeless/Shelter,7
2010-07-10,Plumbing,184
2010-07-10,Water/Leak,352
2010-07-11,Heating/Hot Water,51
2010-07-11,Homeless/Shelter,4
2010-07-11,Plumbing,170
2010-07-11,Water/Leak,291
2010-07-12,Boilers,3
2010-07-12,Heating/Hot Water,59
2010-07-12,Homeless/Shelter,6
2010-07-12,Plumbing,320
2010-07-12,Water/Leak,483
2010-07-13,Boilers,3
2010-07-13,Heating/Hot Water,70
2010-07-13,Homeless/Shelter,5
2010-07-13,Plumbing,442
2010-07-13,Water/Leak,259
2010-07-14,Boilers,4
2010-07-14,Heating/Hot Water,53
2010-07-14,Homeless/Shelter,10
2010-07-14,Plumbing,386
2010-07-14,Water/Leak,163
2010-07-15,Boilers,4
2010-07-15,Heating/Hot Water,65
2010-07-15,Homeless/Shelter,6
2010-07-15,Plumbing,384
2010-07-15,Water/Leak,321
2010-07-16,Boilers,4
2010-07-16,Heating/Hot Water,51
2010-07-16,Homeless/Shelter,8
2010-07-16,Plumbing,301
2010-07-16,Water/Leak,566
2010-07-17,Boilers,1
2010-07-17,Heating/Hot Water,51
2010-07-17,Homeless/Shelter,3
2010-07-17,Plumbing,153
2010-07-17,Water/Leak,660
2010-07-18,Heating/Hot Water,38
2010-07-18,Homeless/Shelter,4
2010-07-18,Plumbing,156
2010-07-18,Water/Leak,609
2010-07-19,Boilers,2
2010-07-19,Heating/Hot Water,59
2010-07-19,Homeless/Shelter,8
2010-07-19,Plumbing,404
2010-07-19,Water/Leak,612
2010-07-20,Boilers,4
2010-07-20,Heating/Hot Water,60
2010-07-20,Homeless/Shelter,11
2010-07-20,Plumbing,408
2010-07-20,Water/Leak,570
2010-07-21,Boilers,5
2010-07-21,Heating/Hot Water,57
2010-07-21,Homeless/Shelter,11
2010-07-21,Plumbing,374
2010-07-21,Water/Leak,741
2010-07-22,Boilers,1
2010-07-22,Heating/Hot Water,42
2010-07-22,Homeless/Shelter,4
2010-07-22,Plumbing,360
2010-07-22,Water/Leak,421
2010-07-23,Boilers,3
2010-07-23,Heating/Hot Water,45
2010-07-23,Homeless/Shelter,6
2010-07-23,Plumbing,380
2010-07-23,Water/Leak,359
2010-07-24,Heating/Hot Water,47
2010-07-24,Homeless/Shelter,3
2010-07-24,Plumbing,175
2010-07-24,Water/Leak,715
2010-07-25,Boilers,1
2010-07-25,Heating/Hot Water,47
2010-07-25,Homeless/Shelter,4
2010-07-25,Plumbing,156
2010-07-25,Water/Leak,596
2010-07-26,Boilers,3
2010-07-26,Heating/Hot Water,77
2010-07-26,Homeless/Shelter,12
2010-07-26,Plumbing,359
2010-07-26,Water/Leak,390
2010-07-27,Heating/Hot Water,62
2010-07-27,Homeless/Shelter,15
2010-07-27,Plumbing,333
2010-07-27,Water/Leak,424
2010-07-28,Boilers,1
2010-07-28,Heating/Hot Water,65
2010-07-28,Homeless/Shelter,5
2010-07-28,Plumbing,345
2010-07-28,Water/Leak,472
2010-07-29,Boilers,1
2010-07-29,Heating/Hot Water,60
2010-07-29,Homeless/Shelter,8
2010-07-29,Plumbing,289
2010-07-29,Water/Leak,460
2010-07-30,Boilers,2
2010-07-30,Heating/Hot Water,51
2010-07-30,Homeless/Shelter,13
2010-07-30,Plumbing,260
2010-07-30,Water/Leak,295
2010-07-31,Boilers,1
2010-07-31,Heating/Hot Water,55
2010-07-31,Homeless/Shelter,5
2010-07-31,Plumbing,134
2010-07-31,Water/Leak,142
2010-08-01,Boilers,1
2010-08-01,Heating/Hot Water,50
2010-08-01,Homeless/Shelter,4
2010-08-01,Plumbing,138
2010-08-01,Water/Leak,147
2010-08-02,Heating/Hot Water,68
2010-08-02,Homeless/Shelter,13
2010-08-02,Plumbing,338
2010-08-02,Water/Leak,196
2010-08-03,Boilers,2
2010-08-03,Heating/Hot Water,60
2010-08-03,Homeless/Shelter,9
2010-08-03,Plumbing,321
2010-08-03,Water/Leak,201
2010-08-04,Boilers,2
2010-08-04,Heating/Hot Water,49
2010-08-04,Homeless/Shelter,11
2010-08-04,Plumbing,313
2010-08-04,Water/Leak,450
2010-08-05,Boilers,2
2010-08-05,Heating/Hot Water,55
2010-08-05,Homeless/Shelter,7
2010-08-05,Plumbing,307
2010-08-05,Water/Leak,482
2010-08-06,Heating/Hot Water,42
2010-08-06,Homeless/Shelter,7
2010-08-06,Plumbing,248
2010-08-06,Water/Leak,390
2010-08-07,Boilers,1
2010-08-07,Heating/Hot Water,57
2010-08-07,Homeless/Shelter,3
2010-08-07,Plumbing,119
2010-08-07,Water/Leak,182
2010-08-08,Boilers,2
2010-08-08,Heating/Hot Water,48
2010-08-08,Homeless/Shelter,2
2010-08-08,Plumbing,127
2010-08-08,Water/Leak,198
2010-08-09,Boilers,2
2010-08-09,Heating/Hot Water,61
2010-08-09,Homeless/Shelter,13
2010-08-09,Plumbing,324
2010-08-09,Water/Leak,366
2010-08-10,Boilers,3
2010-08-10,Heating/Hot Water,57
2010-08-10,Homeless/Shelter,15
2010-08-10,Plumbing,373
2010-08-10,Water/Leak,362
2010-08-11,Boilers,3
2010-08-11,Heating/Hot Water,57
2010-08-11,Homeless/Shelter,10
2010-08-11,Plumbing,358
2010-08-11,Water/Leak,408
2010-08-12,Boilers,4
2010-08-12,Heating/Hot Water,53
2010-08-12,Homeless/Shelter,10
2010-08-12,Plumbing,360
2010-08-12,Water/Leak,236
2010-08-13,Boilers,4
2010-08-13,Heating/Hot Water,55
2010-08-13,Homeless/Shelter,3
2010-08-13,Plumbing,234
2010-08-13,Water/Leak,212
2010-08-14,Boilers,1
2010-08-14,Heating/Hot Water,51
2010-08-14,Homeless/Shelter,4
2010-08-14,Plumbing,121
2010-08-14,Water/Leak,183
2010-08-15,Heating/Hot Water,44
2010-08-15,Homeless/Shelter,9
2010-08-15,Plumbing,131
2010-08-15,Water/Leak,108
2010-08-16,Boilers,1
2010-08-16,Heating/Hot Water,76
2010-08-16,Homeless/Shelter,7
2010-08-16,Plumbing,368
2010-08-16,Water/Leak,158
2010-08-17,Boilers,2
2010-08-17,Heating/Hot Water,79
2010-08-17,Homeless/Shelter,4
2010-08-17,Plumbing,355
2010-08-17,Water/Leak,170
2010-08-18,Boilers,8
2010-08-18,Heating/Hot Water,71
2010-08-18,Homeless/Shelter,11
2010-08-18,Plumbing,338
2010-08-18,Water/Leak,189
2010-08-19,Boilers,3
2010-08-19,Heating/Hot Water,60
2010-08-19,Homeless/Shelter,9
2010-08-19,Plumbing,311
2010-08-19,Water/Leak,184
2010-08-20,Boilers,4
2010-08-20,Heating/Hot Water,60
2010-08-20,Homeless/Shelter,4
2010-08-20,Plumbing,231
2010-08-20,Water/Leak,212
2010-08-21,Boilers,1
2010-08-21,Heating/Hot Water,41
2010-08-21,Homeless/Shelter,3
2010-08-21,Plumbing,156
2010-08-21,Water/Leak,152
2010-08-22,Heating/Hot Water,43
2010-08-22,Homeless/Shelter,8
2010-08-22,Plumbing,199
2010-08-22,Water/Leak,121
2010-08-23,Boilers,2
2010-08-23,Heating/Hot Water,102
2010-08-23,Homeless/Shelter,3
2010-08-23,Plumbing,471
2010-08-23,Water/Leak,159
2010-08-24,Boilers,4
2010-08-24,Heating/Hot Water,88
2010-08-24,Homeless/Shelter,12
2010-08-24,Plumbing,371
2010-08-24,Water/Leak,170
2010-08-25,Boilers,13
2010-08-25,Heating/Hot Water,92
2010-08-25,Homeless/Shelter,4
2010-08-25,Plumbing,487
2010-08-25,Water/Leak,138
2010-08-26,Boilers,5
2010-08-26,Heating/Hot Water,76
2010-08-26,Homeless/Shelter,6
2010-08-26,Plumbing,300
2010-08-26,Water/Leak,139
2010-08-27,Boilers,6
2010-08-27,Heating/Hot Water,59
2010-08-27,Homeless/Shelter,12
2010-08-27,Plumbing,326
2010-08-27,Snow/Ice,1
2010-08-27,Water/Leak,143
2010-08-28,Boilers,3
2010-08-28,Heating/Hot Water,59
2010-08-28,Homeless/Shelter,2
2010-08-28,Plumbing,148
2010-08-28,Water/Leak,124
2010-08-29,Boilers,2
2010-08-29,Heating/Hot Water,64
2010-08-29,Homeless/Shelter,3
2010-08-29,Plumbing,130
2010-08-29,Water/Leak,126
2010-08-30,Boilers,4
2010-08-30,Heating/Hot Water,78
2010-08-30,Homeless/Shelter,11
2010-08-30,Plumbing,455
2010-08-30,Water/Leak,256
2010-08-31,Boilers,4
2010-08-31,Heating/Hot Water,57
2010-08-31,Homeless/Shelter,10
2010-08-31,Plumbing,334
2010-08-31,Water/Leak,371
2010-09-01,Boilers,2
2010-09-01,Heating/Hot Water,66
2010-09-01,Homeless/Shelter,15
2010-09-01,Plumbing,324
2010-09-01,Water/Leak,465
2010-09-02,Boilers,4
2010-09-02,Heating/Hot Water,50
2010-09-02,Homeless/Shelter,13
2010-09-02,Plumbing,306
2010-09-02,Water/Leak,423
2010-09-03,Boilers,2
2010-09-03,Heating/Hot Water,47
2010-09-03,Homeless/Shelter,12
2010-09-03,Plumbing,299
2010-09-03,Water/Leak,258
2010-09-04,Heating/Hot Water,41
2010-09-04,Homeless/Shelter,9
2010-09-04,Plumbing,152
2010-09-04,Water/Leak,118
2010-09-05,Heating/Hot Water,42
2010-09-05,Homeless/Shelter,5
2010-09-05,Plumbing,125
2010-09-05,Water/Leak,77
2010-09-06,Boilers,1
2010-09-06,Heating/Hot Water,51
2010-09-06,Homeless/Shelter,8
2010-09-06,Plumbing,106
2010-09-06,Water/Leak,93
2010-09-07,Boilers,1
2010-09-07,Heating/Hot Water,70
2010-09-07,Homeless/Shelter,8
2010-09-07,Plumbing,396
2010-09-07,Water/Leak,205
2010-09-08,Boilers,1
2010-09-08,Heating/Hot Water,67
2010-09-08,Homeless/Shelter,6
2010-09-08,Plumbing,362
2010-09-08,Water/Leak,136
2010-09-09,Boilers,1
2010-09-09,Heating/Hot Water,72
2010-09-09,Homeless/Shelter,6
2010-09-09,Plumbing,320
2010-09-09,Water/Leak,134
2010-09-10,Boilers,6
2010-09-10,Heating/Hot Water,66
2010-09-10,Homeless/Shelter,10
2010-09-10,Plumbing,290
2010-09-10,Water/Leak,136
2010-09-11,Boilers,2
2010-09-11,Heating/Hot Water,67
2010-09-11,Homeless/Shelter,6
2010-09-11,Plumbing,108
2010-09-11,Water/Leak,123
2010-09-12,Boilers,1
2010-09-12,Heating/Hot Water,61
2010-09-12,Homeless/Shelter,4
2010-09-12,Plumbing,140
2010-09-12,Water/Leak,77
2010-09-13,Boilers,2
2010-09-13,Heating/Hot Water,99
2010-09-13,Homeless/Shelter,7
2010-09-13,Plumbing,391
2010-09-13,Water/Leak,148
2010-09-14,Boilers,3
2010-09-14,Heating/Hot Water,101
2010-09-14,Homeless/Shelter,9
2010-09-14,Plumbing,383
2010-09-14,Water/Leak,152
2010-09-15,Boilers,7
2010-09-15,Heating/Hot Water,93
2010-09-15,Homeless/Shelter,10
2010-09-15,Plumbing,290
2010-09-15,Water/Leak,154
2010-09-16,Boilers,16
2010-09-16,Heating/Hot Water,87
2010-09-16,Homeless/Shelter,8
2010-09-16,Plumbing,312
2010-09-16,Water/Leak,171
2010-09-17,Boilers,1
2010-09-17,Heating/Hot Water,50
2010-09-17,Homeless/Shelter,9
2010-09-17,Plumbing,351
2010-09-17,Water/Leak,119
2010-09-18,Boilers,1
2010-09-18,Heating/Hot Water,71
2010-09-18,Homeless/Shelter,2
2010-09-18,Plumbing,107
2010-09-18,Water/Leak,69
2010-09-19,Heating/Hot Water,83
2010-09-19,Homeless/Shelter,7
2010-09-19,Plumbing,113
2010-09-19,Water/Leak,67
2010-09-20,Boilers,7
2010-09-20,Heating/Hot Water,80
2010-09-20,Homeless/Shelter,5
2010-09-20,Plumbing,333
2010-09-20,Water/Leak,120
2010-09-21,Boilers,3
2010-09-21,Heating/Hot Water,98
2010-09-21,Homeless/Shelter,11
2010-09-21,Plumbing,364
2010-09-21,Water/Leak,148
2010-09-22,Boilers,2
2010-09-22,Heating/Hot Water,79
2010-09-22,Homeless/Shelter,11
2010-09-22,Plumbing,359
2010-09-22,Water/Leak,142
2010-09-23,Boilers,4
2010-09-23,Heating/Hot Water,85
2010-09-23,Homeless/Shelter,12
2010-09-23,Plumbing,342
2010-09-23,Water/Leak,146
2010-09-24,Boilers,1
2010-09-24,Heating/Hot Water,91
2010-09-24,Homeless/Shelter,5
2010-09-24,Plumbing,291
2010-09-24,Water/Leak,138
2010-09-25,Heating/Hot Water,74
2010-09-25,Homeless/Shelter,4
2010-09-25,Plumbing,163
2010-09-25,Water/Leak,98
2010-09-26,Boilers,1
2010-09-26,Heating/Hot Water,76
2010-09-26,Homeless/Shelter,5
2010-09-26,Plumbing,179
2010-09-26,Water/Leak,75
2010-09-27,Boilers,1
2010-09-27,Heating/Hot Water,111
2010-09-27,Homeless/Shelter,9
2010-09-27,Plumbing,508
2010-09-27,Water/Leak,83
2010-09-28,Boilers,7
2010-09-28,Heating/Hot Water,84
2010-09-28,Homeless/Shelter,4
2010-09-28,Plumbing,473
2010-09-28,Water/Leak,91
2010-09-29,Boilers,5
2010-09-29,Heating/Hot Water,66
2010-09-29,Homeless/Shelter,10
2010-09-29,Plumbing,387
2010-09-29,Water/Leak,146
2010-09-30,Boilers,4
2010-09-30,Heating/Hot Water,73
2010-09-30,Homeless/Shelter,8
2010-09-30,Plumbing,480
2010-09-30,Water/Leak,126
2010-10-01,Heating/Hot Water,86
2010-10-01,Homeless/Shelter,3
2010-10-01,Plumbing,662
2010-10-01,Water/Leak,100
2010-10-02,Boilers,2
2010-10-02,Heating/Hot Water,95
2010-10-02,Homeless/Shelter,9
2010-10-02,Plumbing,192
2010-10-02,Water/Leak,94
2010-10-03,Boilers,4
2010-10-03,Heating/Hot Water,276
2010-10-03,Homeless/Shelter,4
2010-10-03,Plumbing,199
2010-10-03,Water/Leak,61
2010-10-04,Boilers,3
2010-10-04,Heating/Hot Water,767
2010-10-04,Homeless/Shelter,7
2010-10-04,Plumbing,482
2010-10-04,Water/Leak,63
2010-10-05,Boilers,6
2010-10-05,Heating/Hot Water,536
2010-10-05,Homeless/Shelter,8
2010-10-05,Plumbing,395
2010-10-05,Water/Leak,104
2010-10-06,Boilers,3
2010-10-06,Heating/Hot Water,287
2010-10-06,Homeless/Shelter,4
2010-10-06,Plumbing,369
2010-10-06,Water/Leak,144
2010-10-07,Boilers,6
2010-10-07,Heating/Hot Water,318
2010-10-07,Homeless/Shelter,7
2010-10-07,Plumbing,376
2010-10-07,Water/Leak,101
2010-10-08,Boilers,4
2010-10-08,Heating/Hot Water,155
2010-10-08,Homeless/Shelter,8
2010-10-08,Plumbing,322
2010-10-08,Water/Leak,173
2010-10-09,Boilers,5
2010-10-09,Heating/Hot Water,102
2010-10-09,Homeless/Shelter,4
2010-10-09,Plumbing,148
2010-10-09,Water/Leak,104
2010-10-10,Boilers,3
2010-10-10,Heating/Hot Water,274
2010-10-10,Homeless/Shelter,4
2010-10-10,Plumbing,146
2010-10-10,Water/Leak,59
2010-10-11,Boilers,3
2010-10-11,Heating/Hot Water,119
2010-10-11,Homeless/Shelter,4
2010-10-11,Plumbing,307
2010-10-11,Water/Leak,67
2010-10-12,Boilers,4
2010-10-12,Heating/Hot Water,146
2010-10-12,Homeless/Shelter,9
2010-10-12,Plumbing,540
2010-10-12,Water/Leak,100
2010-10-13,Boilers,8
2010-10-13,Heating/Hot Water,389
2010-10-13,Homeless/Shelter,2
2010-10-13,Plumbing,409
2010-10-13,Water/Leak,150
2010-10-14,Boilers,8
2010-10-14,Heating/Hot Water,381
2010-10-14,Homeless/Shelter,12
2010-10-14,Plumbing,426
2010-10-14,Water/Leak,215
2010-10-15,Boilers,6
2010-10-15,Heating/Hot Water,994
2010-10-15,Homeless/Shelter,6
2010-10-15,Plumbing,360
2010-10-15,Water/Leak,149
2010-10-16,Boilers,5
2010-10-16,Heating/Hot Water,1252
2010-10-16,Homeless/Shelter,3
2010-10-16,Plumbing,256
2010-10-16,Water/Leak,80
2010-10-17,Boilers,3
2010-10-17,Heating/Hot Water,817
2010-10-17,Homeless/Shelter,5
2010-10-17,Plumbing,145
2010-10-17,Water/Leak,65
2010-10-18,Boilers,7
2010-10-18,Heating/Hot Water,1271
2010-10-18,Homeless/Shelter,4
2010-10-18,Plumbing,424
2010-10-18,Water/Leak,149
2010-10-19,Boilers,13
2010-10-19,Heating/Hot Water,1263
2010-10-19,Homeless/Shelter,10
2010-10-19,Plumbing,447
2010-10-19,Water/Leak,146
2010-10-20,Boilers,9
2010-10-20,Heating/Hot Water,1118
2010-10-20,Homeless/Shelter,12
2010-10-20,Plumbing,469
2010-10-20,Water/Leak,101
2010-10-21,Boilers,9
2010-10-21,Heating/Hot Water,1277
2010-10-21,Homeless/Shelter,8
2010-10-21,Plumbing,356
2010-10-21,Water/Leak,243
2010-10-22,Boilers,12
2010-10-22,Heating/Hot Water,1759
2010-10-22,Homeless/Shelter,6
2010-10-22,Plumbing,300
2010-10-22,Water/Leak,283
2010-10-23,Boilers,6
2010-10-23,Heating/Hot Water,1153
2010-10-23,Plumbing,173
2010-10-23,Water/Leak,77
2010-10-24,Boilers,2
2010-10-24,Heating/Hot Water,362
2010-10-24,Homeless/Shelter,1
2010-10-24,Plumbing,144
2010-10-24,Water/Leak,76
2010-10-25,Boilers,6
2010-10-25,Heating/Hot Water,309
2010-10-25,Homeless/Shelter,14
2010-10-25,Plumbing,393
2010-10-25,Water/Leak,100
2010-10-26,Boilers,3
2010-10-26,Heating/Hot Water,214
2010-10-26,Homeless/Shelter,8
2010-10-26,Plumbing,335
2010-10-26,Water/Leak,169
2010-10-27,Boilers,4
2010-10-27,Heating/Hot Water,153
2010-10-27,Homeless/Shelter,10
2010-10-27,Plumbing,388
2010-10-27,Water/Leak,87
2010-10-28,Boilers,9
2010-10-28,Heating/Hot Water,124
2010-10-28,Homeless/Shelter,3
2010-10-28,Plumbing,350
2010-10-28,Water/Leak,126
2010-10-29,Boilers,5
2010-10-29,Heating/Hot Water,803
2010-10-29,Homeless/Shelter,4
2010-10-29,Plumbing,276
2010-10-29,Water/Leak,103
2010-10-30,Boilers,6
2010-10-30,Heating/Hot Water,1258
2010-10-30,Homeless/Shelter,2
2010-10-30,Plumbing,184
2010-10-30,Water/Leak,68
2010-10-31,Boilers,3
2010-10-31,Heating/Hot Water,1511
2010-10-31,Homeless/Shelter,3
2010-10-31,Plumbing,161
2010-10-31,Water/Leak,40
2010-11-01,Boilers,14
2010-11-01,Heating/Hot Water,2636
2010-11-01,Homeless/Shelter,7
2010-11-01,Plumbing,419
2010-11-01,Water/Leak,101
2010-11-02,Boilers,15
2010-11-02,Heating/Hot Water,2678
2010-11-02,Plumbing,410
2010-11-02,Water/Leak,133
2010-11-03,Boilers,18
2010-11-03,Heating/Hot Water,1748
2010-11-03,Homeless/Shelter,4
2010-11-03,Plumbing,417
2010-11-03,Water/Leak,132
2010-11-04,Boilers,12
2010-11-04,Heating/Hot Water,1418
2010-11-04,Homeless/Shelter,6
2010-11-04,Plumbing,387
2010-11-04,Water/Leak,70
2010-11-05,Boilers,10
2010-11-05,Heating/Hot Water,1103
2010-11-05,Homeless/Shelter,5
2010-11-05,Plumbing,356
2010-11-05,Water/Leak,86
2010-11-06,Boilers,3
2010-11-06,Heating/Hot Water,1295
2010-11-06,Homeless/Shelter,2
2010-11-06,Plumbing,223
2010-11-06,Water/Leak,73
2010-11-07,Boilers,6
2010-11-07,Heating/Hot Water,1578
2010-11-07,Plumbing,157
2010-11-07,Water/Leak,63
2010-11-08,Boilers,11
2010-11-08,Heating/Hot Water,2355
2010-11-08,Homeless/Shelter,4
2010-11-08,Plumbing,517
2010-11-08,Water/Leak,104
2010-11-09,Boilers,6
2010-11-09,Heating/Hot Water,1611
2010-11-09,Homeless/Shelter,5
2010-11-09,Plumbing,465
2010-11-09,Water/Leak,176
2010-11-10,Boilers,9
2010-11-10,Heating/Hot Water,1205
2010-11-10,Homeless/Shelter,4
2010-11-10,Plumbing,376
2010-11-10,Water/Leak,197
2010-11-11,Boilers,10
2010-11-11,Heating/Hot Water,1072
2010-11-11,Homeless/Shelter,5
2010-11-11,Plumbing,259
2010-11-11,Water/Leak,117
2010-11-12,Boilers,9
2010-11-12,Heating/Hot Water,737
2010-11-12,Homeless/Shelter,9
2010-11-12,Plumbing,292
2010-11-12,Water/Leak,143
2010-11-13,Boilers,6
2010-11-13,Heating/Hot Water,523
2010-11-13,Homeless/Shelter,2
2010-11-13,Plumbing,179
2010-11-13,Water/Leak,96
2010-11-14,Boilers,6
2010-11-14,Heating/Hot Water,500
2010-11-14,Plumbing,155
2010-11-14,Water/Leak,116
2010-11-15,Boilers,13
2010-11-15,Heating/Hot Water,628
2010-11-15,Homeless/Shelter,8
2010-11-15,Plumbing,370
2010-11-15,Water/Leak,161
2010-11-16,Boilers,8
2010-11-16,Heating/Hot Water,726
2010-11-16,Homeless/Shelter,1
2010-11-16,Plumbing,420
2010-11-16,Water/Leak,144
2010-11-17,Boilers,13
2010-11-17,Heating/Hot Water,973
2010-11-17,Homeless/Shelter,4
2010-11-17,Plumbing,339
2010-11-17,Water/Leak,163
2010-11-18,Boilers,16
2010-11-18,Heating/Hot Water,1054
2010-11-18,Homeless/Shelter,7
2010-11-18,Plumbing,353
2010-11-18,Water/Leak,157
2010-11-19,Boilers,10
2010-11-19,Heating/Hot Water,1420
2010-11-19,Homeless/Shelter,10
2010-11-19,Plumbing,311
2010-11-19,Water/Leak,130
2010-11-20,Boilers,5
2010-11-20,Heating/Hot Water,1080
2010-11-20,Homeless/Shelter,3
2010-11-20,Plumbing,197
2010-11-20,Water/Leak,83
2010-11-21,Boilers,9
2010-11-21,Heating/Hot Water,1227
2010-11-21,Homeless/Shelter,4
2010-11-21,Plumbing,168
2010-11-21,Water/Leak,91
2010-11-22,Boilers,7
2010-11-22,Heating/Hot Water,682
2010-11-22,Homeless/Shelter,8
2010-11-22,Plumbing,378
2010-11-22,Snow/Ice,1
2010-11-22,Water/Leak,182
2010-11-23,Boilers,7
2010-11-23,Heating/Hot Water,503
2010-11-23,Homeless/Shelter,2
2010-11-23,Plumbing,313
2010-11-23,Water/Leak,170
2010-11-24,Boilers,7
2010-11-24,Heating/Hot Water,1274
2010-11-24,Homeless/Shelter,1
2010-11-24,Plumbing,320
2010-11-24,Water/Leak,142
2010-11-25,Boilers,8
2010-11-25,Heating/Hot Water,895
2010-11-25,Homeless/Shelter,2
2010-11-25,Plumbing,101
2010-11-25,Water/Leak,142
2010-11-26,Boilers,1
2010-11-26,Heating/Hot Water,961
2010-11-26,Homeless/Shelter,3
2010-11-26,Plumbing,263
2010-11-26,Water/Leak,110
2010-11-27,Boilers,6
