month,category,borough,complaints
2011-11,Boilers,BROOKLYN,73
2011-11,Boilers,MANHATTAN,57
2011-11,Boilers,QUEENS,39
2011-11,Boilers,STATEN ISLAND,5
2011-11,Heating/Hot Water,BRONX,7413
2011-11,Heating/Hot Water,BROOKLYN,8551
2011-11,Heating/Hot Water,MANHATTAN,5665
2011-11,Heating/Hot Water,QUEENS,3543
2011-11,Heating/Hot Water,STATEN ISLAND,284
2011-11,Homeless/Shelter,BRONX,16
2011-11,Homeless/Shelter,BROOKLYN,31
2011-11,Homeless/Shelter,MANHATTAN,74
2011-11,Homeless/Shelter,QUEENS,26
2011-11,Homeless/Shelter,STATEN ISLAND,1
2011-11,Plumbing,BRONX,2813
2011-11,Plumbing,BROOKLYN,3844
2011-11,Plumbing,MANHATTAN,1904
2011-11,Plumbing,QUEENS,1434
2011-11,Plumbing,STATEN ISLAND,242
2011-11,Water/Leak,BRONX,370
2011-11,Water/Leak,BROOKLYN,779
2011-11,Water/Leak,MANHATTAN,531
2011-11,Water/Leak,QUEENS,1815
2011-11,Water/Leak,STATEN ISLAND,484
2011-11,Water/Leak,Unspecified,25
2011-12,Boilers,BRONX,66
2011-12,Boilers,BROOKLYN,77
2011-12,Boilers,MANHATTAN,61
2011-12,Boilers,QUEENS,26
2011-12,Boilers,STATEN ISLAND,4
2011-12,Heating/Hot Water,BRONX,10566
2011-12,Heating/Hot Water,BROOKLYN,10370
2011-12,Heating/Hot Water,MANHATTAN,7129
2011-12,Heating/Hot Water,QUEENS,4283
2011-12,Heating/Hot Water,STATEN ISLAND,341
2011-12,Homeless/Shelter,BRONX,5
2011-12,Homeless/Shelter,BROOKLYN,16
2011-12,Homeless/Shelter,MANHATTAN,52
2011-12,Homeless/Shelter,QUEENS,14
2011-12,Homeless/Shelter,STATEN ISLAND,2
2011-12,Plumbing,BRONX,2851
2011-12,Plumbing,BROOKLYN,3627
2011-12,Plumbing,MANHATTAN,1602
2011-12,Plumbing,QUEENS,1231
2011-12,Plumbing,STATEN ISLAND,259
2011-12,Snow/Ice,BRONX,6
2011-12,Snow/Ice,BROOKLYN,3
2011-12,Snow/Ice,MANHATTAN,5
2011-12,Snow/Ice,QUEENS,13
2011-12,Snow/Ice,STATEN ISLAND,16
2011-12,Water/Leak,BRONX,316
2011-12,Water/Leak,BROOKLYN,725
2011-12,Water/Leak,MANHATTAN,408
2011-12,Water/Leak,QUEENS,952
2011-12,Water/Leak,STATEN ISLAND,484
2011-12,Water/Leak,Unspecified,16
2012-01,Boilers,BRONX,80
2012-01,Boilers,BROOKLYN,89
2012-01,Boilers,MANHATTAN,90
2012-01,Boilers,QUEENS,67
2012-01,Boilers,STATEN ISLAND,1
2012-01,Heating/Hot Water,BRONX,12706
2012-01,Heating/Hot Water,BROOKLYN,12516
2012-01,Heating/Hot Water,MANHATTAN,8166
2012-01,Heating/Hot Water,QUEENS,5082
2012-01,Heating/Hot Water,STATEN ISLAND,339
2012-01,Homeless/Shelter,BRONX,12
2012-01,Homeless/Shelter,BROOKLYN,26
2012-01,Homeless/Shelter,MANHATTAN,36
2012-01,Homeless/Shelter,QUEENS,16
2012-01,Homeless/Shelter,STATEN ISLAND,1
2012-01,Plumbing,BRONX,2988
2012-01,Plumbing,BROOKLYN,3625
2012-01,Plumbing,MANHATTAN,1606
2012-01,Plumbing,QUEENS,1286
2012-01,Plumbing,STATEN ISLAND,259
2012-01,Snow/Ice,BRONX,62
2012-01,Snow/Ice,BROOKLYN,101
2012-01,Snow/Ice,MANHATTAN,42
2012-01,Snow/Ice,QUEENS,139
2012-01,Snow/Ice,STATEN ISLAND,122
2012-01,Water/Leak,BRONX,388
2012-01,Water/Leak,BROOKLYN,1041
2012-01,Water/Leak,MANHATTAN,464
2012-01,Water/Leak,QUEENS,1115
2012-01,Water/Leak,STATEN ISLAND,378
2012-01,Water/Leak,Unspecified,16
2012-02,Boilers,BRONX,49
2012-02,Boilers,BROOKLYN,74
2012-02,Boilers,MANHATTAN,56
2012-02,Boilers,QUEENS,42
2012-02,Boilers,STATEN ISLAND,3
2012-02,Heating/Hot Water,BRONX,7166
2012-02,Heating/Hot Water,BROOKLYN,6825
2012-02,Heating/Hot Water,MANHATTAN,4800
2012-02,Heating/Hot Water,QUEENS,2624
2012-02,Heating/Hot Water,STATEN ISLAND,163
2012-02,Homeless/Shelter,BRONX,10
2012-02,Homeless/Shelter,BROOKLYN,17
2012-02,Homeless/Shelter,MANHATTAN,38
2012-02,Homeless/Shelter,QUEENS,15
2012-02,Homeless/Shelter,STATEN ISLAND,3
2012-02,Plumbing,BRONX,2430
2012-02,Plumbing,BROOKLYN,2893
2012-02,Plumbing,MANHATTAN,1464
2012-02,Plumbing,QUEENS,957
2012-02,Plumbing,STATEN ISLAND,202
2012-02,Snow/Ice,BRONX,3
2012-02,Snow/Ice,BROOKLYN,4
2012-02,Snow/Ice,QUEENS,8
2012-02,Snow/Ice,STATEN ISLAND,4
2012-02,Water/Leak,BRONX,265
2012-02,Water/Leak,BROOKLYN,698
2012-02,Water/Leak,MANHATTAN,441
2012-02,Water/Leak,QUEENS,1139
2012-02,Water/Leak,STATEN ISLAND,374
2012-02,Water/Leak,Unspecified,13
2012-03,Boilers,BRONX,34
2012-03,Boilers,BROOKLYN,37
2012-03,Boilers,MANHATTAN,35
2012-03,Boilers,QUEENS,24
2012-03,Boilers,STATEN ISLAND,4
2012-03,Heating/Hot Water,BRONX,5056
2012-03,Heating/Hot Water,BROOKLYN,4764
2012-03,Heating/Hot Water,MANHATTAN,3430
2012-03,Heating/Hot Water,QUEENS,1971
2012-03,Heating/Hot Water,STATEN ISLAND,133
2012-03,Homeless/Shelter,BRONX,6
2012-03,Homeless/Shelter,BROOKLYN,22
2012-03,Homeless/Shelter,MANHATTAN,60
2012-03,Homeless/Shelter,QUEENS,18
2012-03,Homeless/Shelter,STATEN ISLAND,3
2012-03,Plumbing,BRONX,2349
2012-03,Plumbing,BROOKLYN,2649
2012-03,Plumbing,MANHATTAN,1542
2012-03,Plumbing,QUEENS,936
2012-03,Plumbing,STATEN ISLAND,158
2012-03,Snow/Ice,BRONX,1
2012-03,Snow/Ice,BROOKLYN,3
2012-03,Snow/Ice,QUEENS,1
2012-03,Snow/Ice,STATEN ISLAND,2
2012-03,Water/Leak,BRONX,286
2012-03,Water/Leak,BROOKLYN,895
2012-03,Water/Leak,MANHATTAN,530
2012-03,Water/Leak,QUEENS,1091
2012-03,Water/Leak,STATEN ISLAND,460
2012-03,Water/Leak,Unspecified,16
2012-04,Boilers,BRONX,32
2012-04,Boilers,BROOKLYN,32
2012-04,Boilers,MANHATTAN,37
2012-04,Boilers,QUEENS,20
2012-04,Boilers,STATEN ISLAND,2
2012-04,Heating/Hot Water,BRONX,3339
2012-04,Heating/Hot Water,BROOKLYN,3546
2012-04,Heating/Hot Water,MANHATTAN,2798
2012-04,Heating/Hot Water,QUEENS,1415
2012-04,Heating/Hot Water,STATEN ISLAND,120
2012-04,Homeless/Shelter,BRONX,11
2012-04,Homeless/Shelter,BROOKLYN,28
2012-04,Homeless/Shelter,MANHATTAN,84
2012-04,Homeless/Shelter,QUEENS,11
2012-04,Homeless/Shelter,STATEN ISLAND,3
2012-04,Plumbing,BRONX,1885
2012-04,Plumbing,BROOKLYN,2445
2012-04,Plumbing,MANHATTAN,1199
2012-04,Plumbing,QUEENS,903
2012-04,Plumbing,STATEN ISLAND,170
2012-04,Water/Leak,BRONX,269
2012-04,Water/Leak,BROOKLYN,738
2012-04,Water/Leak,MANHATTAN,499
2012-04,Water/Leak,QUEENS,877
2012-04,Water/Leak,STATEN ISLAND,442
2012-04,Water/Leak,Unspecified,14
2012-05,Boilers,BRONX,8
2012-05,Boilers,BROOKLYN,13
2012-05,Boilers,MANHATTAN,16
2012-05,Boilers,QUEENS,11
2012-05,Boilers,STATEN ISLAND,4
2012-05,Heating/Hot Water,BRONX,1224
2012-05,Heating/Hot Water,BROOKLYN,1333
2012-05,Heating/Hot Water,MANHATTAN,1014
2012-05,Heating/Hot Water,QUEENS,489
2012-05,Heating/Hot Water,STATEN ISLAND,60
2012-05,Homeless/Shelter,BRONX,15
2012-05,Homeless/Shelter,BROOKLYN,33
2012-05,Homeless/Shelter,MANHATTAN,94
2012-05,Homeless/Shelter,QUEENS,22
2012-05,Homeless/Shelter,STATEN ISLAND,1
2012-05,Plumbing,BRONX,1972
2012-05,Plumbing,BROOKLYN,2804
2012-05,Plumbing,MANHATTAN,1299
2012-05,Plumbing,QUEENS,952
2012-05,Plumbing,STATEN ISLAND,147
2012-05,Water/Leak,BRONX,950
2012-05,Water/Leak,BROOKLYN,1134
2012-05,Water/Leak,MANHATTAN,686
2012-05,Water/Leak,QUEENS,1169
2012-05,Water/Leak,STATEN ISLAND,745
2012-05,Water/Leak,Unspecified,14
2012-06,Boilers,BRONX,12
2012-06,Boilers,BROOKLYN,8
2012-06,Boilers,MANHATTAN,18
2012-06,Boilers,QUEENS,11
2012-06,Boilers,STATEN ISLAND,1
2012-06,Heating/Hot Water,BRONX,672
2012-06,Heating/Hot Water,BROOKLYN,686
2012-06,Heating/Hot Water,MANHATTAN,711
2012-06,Heating/Hot Water,QUEENS,260
2012-06,Heating/Hot Water,STATEN ISLAND,44
2012-06,Homeless/Shelter,BRONX,13
2012-06,Homeless/Shelter,BROOKLYN,39
2012-06,Homeless/Shelter,MANHATTAN,123
2012-06,Homeless/Shelter,QUEENS,29
2012-06,Homeless/Shelter,STATEN ISLAND,4
2012-06,Plumbing,BRONX,2044
2012-06,Plumbing,BROOKLYN,2564
2012-06,Plumbing,MANHATTAN,1286
2012-06,Plumbing,QUEENS,951
2012-06,Plumbing,STATEN ISLAND,187
2012-06,Water/Leak,BRONX,3503
2012-06,Water/Leak,BROOKLYN,2478
2012-06,Water/Leak,MANHATTAN,1693
2012-06,Water/Leak,QUEENS,1875
2012-06,Water/Leak,STATEN ISLAND,436
2012-06,Water/Leak,Unspecified,145
2012-07,Boilers,BRONX,10
2012-07,Boilers,BROOKLYN,17
2012-07,Boilers,MANHATTAN,10
2012-07,Boilers,QUEENS,8
2012-07,Boilers,STATEN ISLAND,1
2012-07,Heating/Hot Water,BRONX,688
2012-07,Heating/Hot Water,BROOKLYN,633
2012-07,Heating/Hot Water,MANHATTAN,734
2012-07,Heating/Hot Water,QUEENS,215
2012-07,Heating/Hot Water,STATEN ISLAND,29
2012-07,Homeless/Shelter,BRONX,20
2012-07,Homeless/Shelter,BROOKLYN,70
2012-07,Homeless/Shelter,MANHATTAN,162
2012-07,Homeless/Shelter,QUEENS,57
2012-07,Homeless/Shelter,STATEN ISLAND,4
2012-07,Plumbing,BRONX,2292
2012-07,Plumbing,BROOKLYN,2605
2012-07,Plumbing,MANHATTAN,1222
2012-07,Plumbing,QUEENS,1057
2012-07,Plumbing,STATEN ISLAND,199
2012-07,Water/Leak,BRONX,4184
2012-07,Water/Leak,BROOKLYN,4027
2012-07,Water/Leak,MANHATTAN,2257
2012-07,Water/Leak,QUEENS,2643
2012-07,Water/Leak,STATEN ISLAND,404
2012-07,Water/Leak,Unspecified,268
2012-08,Boilers,BRONX,13
2012-08,Boilers,BROOKLYN,13
2012-08,Boilers,MANHATTAN,15
2012-08,Boilers,QUEENS,3
2012-08,Boilers,STATEN ISLAND,1
2012-08,Heating/Hot Water,BRONX,711
2012-08,Heating/Hot Water,BROOKLYN,676
2012-08,Heating/Hot Water,MANHATTAN,624
2012-08,Heating/Hot Water,QUEENS,234
2012-08,Heating/Hot Water,STATEN ISLAND,43
2012-08,Homeless/Shelter,BRONX,17
2012-08,Homeless/Shelter,BROOKLYN,77
2012-08,Homeless/Shelter,MANHATTAN,164
2012-08,Homeless/Shelter,QUEENS,38
2012-08,Homeless/Shelter,STATEN ISLAND,2
2012-08,Homeless/Shelter,Unspecified,1
2012-08,Plumbing,BRONX,2242
2012-08,Plumbing,BROOKLYN,2994
2012-08,Plumbing,MANHATTAN,1233
2012-08,Plumbing,QUEENS,1235
2012-08,Plumbing,STATEN ISLAND,205
2012-08,Water/Leak,BRONX,1188
2012-08,Water/Leak,BROOKLYN,1274
2012-08,Water/Leak,MANHATTAN,1023
2012-08,Water/Leak,QUEENS,1240
2012-08,Water/Leak,STATEN ISLAND,303
2012-09,Boilers,BRONX,11
2012-09,Boilers,BROOKLYN,19
2012-09,Boilers,MANHATTAN,12
2012-09,Boilers,QUEENS,13
2012-09,Boilers,STATEN ISLAND,2
2012-09,Heating/Hot Water,BRONX,675
2012-09,Heating/Hot Water,BROOKLYN,703
2012-09,Heating/Hot Water,MANHATTAN,615
2012-09,Heating/Hot Water,QUEENS,262
2012-09,Heating/Hot Water,STATEN ISLAND,34
2012-09,Homeless/Shelter,BRONX,14
2012-09,Homeless/Shelter,BROOKLYN,49
2012-09,Homeless/Shelter,MANHATTAN,179
2012-09,Homeless/Shelter,QUEENS,36
2012-09,Homeless/Shelter,STATEN ISLAND,3
2012-09,Plumbing,BRONX,2082
2012-09,Plumbing,BROOKLYN,2730
2012-09,Plumbing,MANHATTAN,1251
2012-09,Plumbing,QUEENS,948
2012-09,Plumbing,STATEN ISLAND,180
2012-09,Water/Leak,BRONX,360
2012-09,Water/Leak,BROOKLYN,730
2012-09,Water/Leak,MANHATTAN,503
2012-09,Water/Leak,QUEENS,1176
2012-09,Water/Leak,STATEN ISLAND,417
2012-10,Boilers,BRONX,22
2012-10,Boilers,BROOKLYN,42
2012-10,Boilers,MANHATTAN,29
2012-10,Boilers,QUEENS,21
2012-10,Boilers,STATEN ISLAND,2
2012-10,Heating/Hot Water,BRONX,3490
2012-10,Heating/Hot Water,BROOKLYN,4080
2012-10,Heating/Hot Water,MANHATTAN,3565
2012-10,Heating/Hot Water,QUEENS,1756
2012-10,Heating/Hot Water,STATEN ISLAND,132
2012-10,Homeless/Shelter,BRONX,7
2012-10,Homeless/Shelter,BROOKLYN,51
2012-10,Homeless/Shelter,MANHATTAN,151
2012-10,Homeless/Shelter,QUEENS,32
2012-10,Homeless/Shelter,STATEN ISLAND,1
2012-10,Plumbing,BRONX,2210
2012-10,Plumbing,BROOKLYN,2648
2012-10,Plumbing,MANHATTAN,1241
2012-10,Plumbing,QUEENS,1022
2012-10,Plumbing,STATEN ISLAND,159
2012-10,Water/Leak,BRONX,359
2012-10,Water/Leak,BROOKLYN,909
2012-10,Water/Leak,MANHATTAN,460
2012-10,Water/Leak,QUEENS,838
2012-10,Water/Leak,STATEN ISLAND,375
2012-11,Boilers,BRONX,63
2012-11,Boilers,BROOKLYN,81
2012-11,Boilers,MANHATTAN,80
2012-11,Boilers,QUEENS,45
2012-11,Boilers,STATEN ISLAND,10
2012-11,Heating/Hot Water,BRONX,11892
2012-11,Heating/Hot Water,BROOKLYN,13408
2012-11,Heating/Hot Water,MANHATTAN,9381
2012-11,Heating/Hot Water,QUEENS,5403
2012-11,Heating/Hot Water,STATEN ISLAND,477
2012-11,Homeless/Shelter,BRONX,8
2012-11,Homeless/Shelter,BROOKLYN,19
2012-11,Homeless/Shelter,MANHATTAN,82
2012-11,Homeless/Shelter,QUEENS,15
2012-11,Homeless/Shelter,STATEN ISLAND,1
2012-11,Plumbing,BRONX,2236
2012-11,Plumbing,BROOKLYN,2874
2012-11,Plumbing,MANHATTAN,1327
2012-11,Plumbing,QUEENS,914
2012-11,Plumbing,STATEN ISLAND,135
2012-11,Snow/Ice,BRONX,4
2012-11,Snow/Ice,BROOKLYN,4
2012-11,Snow/Ice,MANHATTAN,3
2012-11,Snow/Ice,QUEENS,13
2012-11,Snow/Ice,STATEN ISLAND,3
2012-11,Water/Leak,BRONX,267
2012-11,Water/Leak,BROOKLYN,700
2012-11,Water/Leak,MANHATTAN,493
2012-11,Water/Leak,QUEENS,831
2012-11,Water/Leak,STATEN ISLAND,424
2012-12,Boilers,BRONX,55
2012-12,Boilers,BROOKLYN,79
2012-12,Boilers,MANHATTAN,82
2012-12,Boilers,QUEENS,49
2012-12,Boilers,STATEN ISLAND,2
2012-12,Heating/Hot Water,BRONX,9398
2012-12,Heating/Hot Water,BROOKLYN,9628
2012-12,Heating/Hot Water,MANHATTAN,6639
2012-12,Heating/Hot Water,QUEENS,4054
2012-12,Heating/Hot Water,STATEN ISLAND,317
2012-12,Homeless/Shelter,BRONX,12
2012-12,Homeless/Shelter,BROOKLYN,30
2012-12,Homeless/Shelter,MANHATTAN,77
2012-12,Homeless/Shelter,QUEENS,12
2012-12,Homeless/Shelter,STATEN ISLAND,2
2012-12,Plumbing,BRONX,2255
2012-12,Plumbing,BROOKLYN,2909
2012-12,Plumbing,MANHATTAN,1425
2012-12,Plumbing,QUEENS,1038
2012-12,Plumbing,STATEN ISLAND,185
2012-12,Snow/Ice,BRONX,14
2012-12,Snow/Ice,BROOKLYN,6
2012-12,Snow/Ice,MANHATTAN,3
2012-12,Snow/Ice,QUEENS,7
2012-12,Snow/Ice,STATEN ISLAND,18
2012-12,Water/Leak,BRONX,167
2012-12,Water/Leak,BROOKLYN,698
2012-12,Water/Leak,MANHATTAN,481
2012-12,Water/Leak,QUEENS,1031
2012-12,Water/Leak,STATEN ISLAND,369
2013-01,Boilers,BRONX,119
2013-01,Boilers,BROOKLYN,125
2013-01,Boilers,MANHATTAN,91
2013-01,Boilers,QUEENS,75
2013-01,Boilers,STATEN ISLAND,5
2013-01,Heating/Hot Water,BRONX,13635
2013-01,Heating/Hot Water,BROOKLYN,14087
2013-01,Heating/Hot Water,MANHATTAN,10114
2013-01,Heating/Hot Water,QUEENS,5694
2013-01,Heating/Hot Water,STATEN ISLAND,365
2013-01,Homeless/Shelter,BRONX,11
2013-01,Homeless/Shelter,BROOKLYN,17
2013-01,Homeless/Shelter,MANHATTAN,84
2013-01,Homeless/Shelter,QUEENS,14
2013-01,Homeless/Shelter,STATEN ISLAND,1
2013-01,Plumbing,BRONX,2709
2013-01,Plumbing,BROOKLYN,3375
2013-01,Plumbing,MANHATTAN,1656
2013-01,Plumbing,QUEENS,1127
2013-01,Plumbing,STATEN ISLAND,187
2013-01,Snow/Ice,BRONX,43
2013-01,Snow/Ice,BROOKLYN,60
2013-01,Snow/Ice,MANHATTAN,44
2013-01,Snow/Ice,QUEENS,91
2013-01,Snow/Ice,STATEN ISLAND,87
2013-01,Water/Leak,BRONX,585
2013-01,Water/Leak,BROOKLYN,1396
2013-01,Water/Leak,MANHATTAN,636
2013-01,Water/Leak,QUEENS,2030
2013-01,Water/Leak,STATEN ISLAND,996
2013-02,Boilers,BRONX,62
2013-02,Boilers,BROOKLYN,88
2013-02,Boilers,MANHATTAN,80
2013-02,Boilers,QUEENS,45
2013-02,Boilers,STATEN ISLAND,4
2013-02,Heating/Hot Water,BRONX,10059
2013-02,Heating/Hot Water,BROOKLYN,8616
2013-02,Heating/Hot Water,MANHATTAN,6761
2013-02,Heating/Hot Water,QUEENS,3576
2013-02,Heating/Hot Water,STATEN ISLAND,254
2013-02,Homeless/Shelter,BRONX,6
2013-02,Homeless/Shelter,BROOKLYN,30
2013-02,Homeless/Shelter,MANHATTAN,59
2013-02,Homeless/Shelter,QUEENS,7
2013-02,Homeless/Shelter,STATEN ISLAND,1
2013-02,Plumbing,BRONX,2331
2013-02,Plumbing,BROOKLYN,2718
2013-02,Plumbing,MANHATTAN,1378
2013-02,Plumbing,QUEENS,1070
2013-02,Plumbing,STATEN ISLAND,174
2013-02,Snow/Ice,BRONX,167
2013-02,Snow/Ice,BROOKLYN,373
2013-02,Snow/Ice,MANHATTAN,150
2013-02,Snow/Ice,QUEENS,295
2013-02,Snow/Ice,STATEN ISLAND,97
2013-02,Water/Leak,BRONX,356
2013-02,Water/Leak,BROOKLYN,1072
2013-02,Water/Leak,MANHATTAN,821
2013-02,Water/Leak,QUEENS,971
2013-02,Water/Leak,STATEN ISLAND,325
2013-03,Boilers,BRONX,31
2013-03,Boilers,BROOKLYN,65
2013-03,Boilers,MANHATTAN,62
2013-03,Boilers,QUEENS,25
2013-03,Boilers,STATEN ISLAND,1
2013-03,Heating/Hot Water,BRONX,6815
2013-03,Heating/Hot Water,BROOKLYN,6000
2013-03,Heating/Hot Water,MANHATTAN,5351
2013-03,Heating/Hot Water,QUEENS,2372
2013-03,Heating/Hot Water,STATEN ISLAND,179
2013-03,Homeless/Shelter,BRONX,10
2013-03,Homeless/Shelter,BROOKLYN,25
2013-03,Homeless/Shelter,MANHATTAN,30
2013-03,Homeless/Shelter,QUEENS,13
2013-03,Homeless/Shelter,STATEN ISLAND,1
2013-03,Plumbing,BRONX,2289
2013-03,Plumbing,BROOKLYN,2837
2013-03,Plumbing,MANHATTAN,1398
2013-03,Plumbing,QUEENS,867
2013-03,Plumbing,STATEN ISLAND,172
2013-03,Snow/Ice,BRONX,54
2013-03,Snow/Ice,BROOKLYN,8
2013-03,Snow/Ice,MANHATTAN,21
2013-03,Snow/Ice,QUEENS,9
2013-03,Snow/Ice,STATEN ISLAND,13
2013-03,Water/Leak,BRONX,236
2013-03,Water/Leak,BROOKLYN,866
2013-03,Water/Leak,MANHATTAN,537
2013-03,Water/Leak,QUEENS,767
2013-03,Water/Leak,STATEN ISLAND,421
2013-04,Boilers,BRONX,24
2013-04,Boilers,BROOKLYN,35
2013-04,Boilers,MANHATTAN,42
2013-04,Boilers,QUEENS,21
2013-04,Boilers,STATEN ISLAND,2
2013-04,Heating/Hot Water,BRONX,3713
2013-04,Heating/Hot Water,BROOKLYN,3516
2013-04,Heating/Hot Water,MANHATTAN,3323
2013-04,Heating/Hot Water,QUEENS,1541
2013-04,Heating/Hot Water,STATEN ISLAND,102
2013-04,Homeless/Shelter,BRONX,4
2013-04,Homeless/Shelter,BROOKLYN,36
2013-04,Homeless/Shelter,MANHATTAN,84
2013-04,Homeless/Shelter,QUEENS,22
2013-04,Homeless/Shelter,STATEN ISLAND,7
2013-04,Plumbing,BRONX,2117
2013-04,Plumbing,BROOKLYN,2624
2013-04,Plumbing,MANHATTAN,1174
2013-04,Plumbing,QUEENS,857
2013-04,Plumbing,STATEN ISLAND,121
2013-04,Water/Leak,BRONX,353
2013-04,Water/Leak,BROOKLYN,1075
2013-04,Water/Leak,MANHATTAN,516
2013-04,Water/Leak,QUEENS,1015
2013-04,Water/Leak,STATEN ISLAND,630
2013-05,Boilers,BRONX,14
2013-05,Boilers,BROOKLYN,32
2013-05,Boilers,MANHATTAN,21
2013-05,Boilers,QUEENS,13
2013-05,Boilers,STATEN ISLAND,3
2013-05,Heating/Hot Water,BRONX,1547
2013-05,Heating/Hot Water,BROOKLYN,1558
2013-05,Heating/Hot Water,MANHATTAN,1603
2013-05,Heating/Hot Water,QUEENS,737
2013-05,Heating/Hot Water,STATEN ISLAND,90
2013-05,Homeless/Shelter,BRONX,10
2013-05,Homeless/Shelter,BROOKLYN,35
2013-05,Homeless/Shelter,MANHATTAN,125
2013-05,Homeless/Shelter,QUEENS,35
2013-05,Homeless/Shelter,STATEN ISLAND,6
2013-05,Plumbing,BRONX,2157
2013-05,Plumbing,BROOKLYN,2760
2013-05,Plumbing,MANHATTAN,1350
2013-05,Plumbing,QUEENS,939
2013-05,Plumbing,STATEN ISLAND,158
2013-05,Water/Leak,BRONX,539
2013-05,Water/Leak,BROOKLYN,1161
2013-05,Water/Leak,MANHATTAN,596
2013-05,Water/Leak,QUEENS,1050
2013-05,Water/Leak,STATEN ISLAND,404
2013-06,Boilers,BRONX,15
2013-06,Boilers,BROOKLYN,13
2013-06,Boilers,MANHATTAN,14
2013-06,Boilers,QUEENS,11
2013-06,Heating/Hot Water,BRONX,861
2013-06,Heating/Hot Water,BROOKLYN,692
2013-06,Heating/Hot Water,MANHATTAN,577
2013-06,Heating/Hot Water,QUEENS,258
2013-06,Heating/Hot Water,STATEN ISLAND,30
2013-06,Homeless/Shelter,BRONX,20
2013-06,Homeless/Shelter,BROOKLYN,56
2013-06,Homeless/Shelter,MANHATTAN,138
2013-06,Homeless/Shelter,QUEENS,26
2013-06,Homeless/Shelter,STATEN ISLAND,1
2013-06,Plumbing,BRONX,2208
2013-06,Plumbing,BROOKLYN,2962
2013-06,Plumbing,MANHATTAN,1244
2013-06,Plumbing,QUEENS,986
2013-06,Plumbing,STATEN ISLAND,192
2013-06,Water/Leak,BRONX,1586
2013-06,Water/Leak,BROOKLYN,1506
2013-06,Water/Leak,MANHATTAN,964
2013-06,Water/Leak,QUEENS,1152
2013-06,Water/Leak,STATEN ISLAND,445
2013-07,Boilers,BRONX,8
2013-07,Boilers,BROOKLYN,14
2013-07,Boilers,MANHATTAN,14
2013-07,Boilers,QUEENS,10
2013-07,Boilers,STATEN ISLAND,3
2013-07,Heating/Hot Water,BRONX,605
2013-07,Heating/Hot Water,BROOKLYN,641
2013-07,Heating/Hot Water,MANHATTAN,546
2013-07,Heating/Hot Water,QUEENS,239
2013-07,Heating/Hot Water,STATEN ISLAND,43
2013-07,Homeless/Shelter,BRONX,20
2013-07,Homeless/Shelter,BROOKLYN,80
2013-07,Homeless/Shelter,MANHATTAN,172
2013-07,Homeless/Shelter,QUEENS,38
2013-07,Homeless/Shelter,STATEN ISLAND,5
2013-07,Plumbing,BRONX,2453
2013-07,Plumbing,BROOKLYN,3042
2013-07,Plumbing,MANHATTAN,1431
2013-07,Plumbing,QUEENS,1013
2013-07,Plumbing,STATEN ISLAND,244
2013-07,Water/Leak,BRONX,4282
2013-07,Water/Leak,BROOKLYN,3260
2013-07,Water/Leak,MANHATTAN,2794
2013-07,Water/Leak,QUEENS,2348
2013-07,Water/Leak,STATEN ISLAND,842
2013-08,Boilers,BRONX,8
2013-08,Boilers,BROOKLYN,12
2013-08,Boilers,MANHATTAN,17
2013-08,Boilers,QUEENS,9
2013-08,Boilers,STATEN ISLAND,3
2013-08,Heating/Hot Water,BRONX,593
2013-08,Heating/Hot Water,BROOKLYN,651
2013-08,Heating/Hot Water,MANHATTAN,508
2013-08,Heating/Hot Water,QUEENS,228
2013-08,Heating/Hot Water,STATEN ISLAND,37
2013-08,Homeless/Shelter,BRONX,12
2013-08,Homeless/Shelter,BROOKLYN,88
2013-08,Homeless/Shelter,MANHATTAN,302
2013-08,Homeless/Shelter,QUEENS,44
2013-08,Homeless/Shelter,STATEN ISLAND,6
2013-08,Plumbing,BRONX,1993
2013-08,Plumbing,BROOKLYN,2569
2013-08,Plumbing,MANHATTAN,1248
2013-08,Plumbing,QUEENS,1002
2013-08,Plumbing,STATEN ISLAND,153
2013-08,Snow/Ice,MANHATTAN,2
2013-08,Snow/Ice,QUEENS,1
2013-08,Water/Leak,BRONX,528
2013-08,Water/Leak,BROOKLYN,915
2013-08,Water/Leak,MANHATTAN,588
2013-08,Water/Leak,QUEENS,728
2013-08,Water/Leak,STATEN ISLAND,303
2013-09,Boilers,BRONX,13
2013-09,Boilers,BROOKLYN,20
2013-09,Boilers,MANHATTAN,20
2013-09,Boilers,QUEENS,6
2013-09,Boilers,STATEN ISLAND,4
2013-09,Heating/Hot Water,BRONX,810
2013-09,Heating/Hot Water,BROOKLYN,756
2013-09,Heating/Hot Water,MANHATTAN,604
2013-09,Heating/Hot Water,QUEENS,290
2013-09,Heating/Hot Water,STATEN ISLAND,24
2013-09,Homeless/Shelter,BRONX,27
2013-09,Homeless/Shelter,BROOKLYN,70
2013-09,Homeless/Shelter,MANHATTAN,300
2013-09,Homeless/Shelter,QUEENS,38
2013-09,Homeless/Shelter,STATEN ISLAND,2
2013-09,Plumbing,BRONX,1886
2013-09,Plumbing,BROOKLYN,2364
2013-09,Plumbing,MANHATTAN,1123
2013-09,Plumbing,QUEENS,904
2013-09,Plumbing,STATEN ISLAND,124
2013-09,Water/Leak,BRONX,419
2013-09,Water/Leak,BROOKLYN,641
2013-09,Water/Leak,MANHATTAN,563
2013-09,Water/Leak,QUEENS,773
